text_id	gold_type	f1_eval_note	gold_pairs	gold_n_pairs	final_n_pairs	matches_final_vs_gold	tag_empty_aspect	tag_long_term	tag_taxonomy_like	tag_summary	text	uid	profile	stage1_tuple_source	stage1_n_pairs	stage1_pairs	final_tuple_source	final_pairs	gold_tuple_source	delta_pairs_count	stage1_to_final_changed	stage1_to_final_changed_from_delta	guided_change	unguided_drift	matches_stage1_vs_gold	new_correct_in_final	new_wrong_in_final	risk_flagged	stage1_structural_risk	stage2_structural_risk	risk_resolution	polarity_conflict_raw	polarity_conflict_after_rep	stage_mismatch	unsupported_polarity	aspect_hallucination	alignment_failure_count	validator_s1_risk_ids	validator_s2_risk_ids	moderator_selected_stage	moderator_rules	episodic_memory_effect	memory_enabled	memory_retrieved_n	memory_used	memory_ids_or_hash
nikluge-sa-2022-train-02747	implicit	not evaluated for explicit F1	|positive;향기|positive	2	3	0	1	0	0	empty	머리끝에 톡톡 발라줬더니 부드럽고 향기도 좋아🙆🏻		paper_main	stage1_tuples	2	머리끝|neutral;부드럽고 향기|neutral	final_tuples	머리끝|neutral;머리끝|positive;부드럽고 향기|negative	inputs.gold_tuples	1	1	1	1	0	0	0	3	1	1	0	1	1	1	0	1	1	1			stage2	RuleB	1	0	0	0	
nikluge-sa-2022-train-01109	implicit	not evaluated for explicit F1	|positive	1	2	0	1	0	0	empty	무냐무냐기자단2기 두번째 상품이 도착했는데 완전 이쁨니다!		paper_main	stage1_tuples	1	무냐무냐기자단2기 두번째 상품|neutral	final_tuples	무냐무냐기자단2기 두번째 상품|neutral;무냐무냐기자단2기 두번째 상품|positive	inputs.gold_tuples	1	1	0	0	1	0	0	2	1	1	0	1	1	1	0	1	1	1			stage2	RuleB	0	0	0	0	
nikluge-sa-2022-train-00798	implicit	not evaluated for explicit F1	|positive	1	3	0	1	0	0	empty	가볍게 자연스럽게 사용해요💕		paper_main	stage1_tuples	2	가볍게|neutral;자연스럽게|neutral	final_tuples	가볍게|neutral;가볍게|positive;자연스럽게|neutral	inputs.gold_tuples	1	1	0	0	1	0	0	3	1	1	0	1	1	1	0	0	0	0			stage2	RuleB	0	0	0	0	
nikluge-sa-2022-train-02829	implicit	not evaluated for explicit F1	|positive	1	2	0	1	0	0	empty	근데 며칠 써보니까 피부톤이 맑아지는 느낌이 있음		paper_main	stage1_tuples	1	피부톤|neutral	final_tuples	피부톤|neutral;피부톤|positive	inputs.gold_tuples	1	1	0	0	1	0	0	2	1	1	0	1	1	1	0	0	0	0			stage2	RuleB	0	0	0	0	
nikluge-sa-2022-train-00258	explicit		치약|positive	1	2	0	0	0	0		디자인이 #예쁜치약 이라 선물로도 제격!!		paper_main	stage1_tuples	1	디자인|neutral	final_tuples	디자인|neutral;디자인|positive	inputs.gold_tuples	1	1	0	0	1	0	0	2	1	1	0	1	1	1	0	0	0	0			stage2	RuleB	0	0	0	0	
nikluge-sa-2022-train-01647	explicit		마더스픽 네일컬러|positive	1	3	0	0	0	0		하지만 #마더스픽 네일컬러 만나고는 걱정끝!!		paper_main	stage1_tuples	2	#마더스픽 네일컬러|neutral;걱정|neutral	final_tuples	#마더스픽 네일컬러|neutral;#마더스픽 네일컬러|positive;걱정|neutral	inputs.gold_tuples	1	1	0	0	1	0	0	3	1	1	0	1	1	1	0	1	1	2	CONTRAST_SCOPE		stage2	RuleB	0	0	0	0	
nikluge-sa-2022-train-00770	implicit	not evaluated for explicit F1	|positive	1	5	0	1	0	0	empty	특히 임신했을때 듬뿍듬뿍 발라가며 피부관리 하니 건조하지않아 튼살완화에도 굿굿굿👍		paper_main	stage1_tuples	3	건조|neutral;튼살완화|neutral;피부관리|neutral	final_tuples	건조|negative;건조|neutral;건조|positive;튼살완화|neutral;피부관리|neutral	inputs.gold_tuples	2	1	0	0	1	0	0	5	1	1	0	1	1	1	0	1	1	3			stage2	RuleB	0	0	0	0	
nikluge-sa-2022-train-01301	explicit		냉장고|positive	1	2	0	0	0	0		냉장고보다 더 필요한 #냉장고 라는걸 제대로 실감할 수 있었는데요~		paper_main	stage1_tuples	2	#냉장고|neutral;냉장고|neutral	final_tuples	#냉장고|neutral;#냉장고|positive	inputs.gold_tuples	0	1	0	0	1	0	0	2	1	1	0	1	1	1	0	1	1	2			stage2	RuleB	0	0	0	0	
nikluge-sa-2022-train-01930	implicit	not evaluated for explicit F1	|positive	1	2	0	1	0	0	empty	기분좋게 세안하기 완료~		paper_main	stage1_tuples	1	세안|neutral	final_tuples	세안|neutral;세안|positive	inputs.gold_tuples	1	1	0	0	1	0	0	2	1	1	0	1	1	1	0	0	0	0			stage2	RuleB	0	0	0	0	
nikluge-sa-2022-train-00735	explicit		마더케이 물티슈|positive	1	6	0	0	0	0		#마더케이 물티슈는 한장씩만 뽑혀 세균노출이 되지않아 위생적인 #안전한물티슈 라서.. 좋은것만 주고싶은 엄마의 마음으로 #아기물티슈 선택하게 되네요:)		paper_main	stage1_tuples	5	마더케이 물티슈|neutral;세균노출|neutral;아기물티슈|neutral;위생적인|neutral;한장씩|neutral	final_tuples	마더케이 물티슈|neutral;세균노출|neutral;아기물티슈|neutral;아기물티슈|positive;위생적인|neutral;한장씩|neutral	inputs.gold_tuples	1	1	0	0	1	0	0	6	1	1	0	1	1	1	0	1	1	2			stage2	RuleB	0	0	0	0	
nikluge-sa-2022-train-02321	implicit	not evaluated for explicit F1	|positive	1	2	0	1	0	0	empty	그 유명하다는 아이로션계의 sk2		paper_main	stage1_tuples	1	아이로션계|neutral	final_tuples	아이로션계|neutral;아이로션계|positive	inputs.gold_tuples	1	1	0	0	1	0	0	2	1	1	0	1	1	1	0	0	0	0			stage2	RuleB	0	0	0	0	
nikluge-sa-2022-train-01266	explicit		수박향|positive;수분|positive	2	6	0	0	0	0		수박추출물 함유로 은은하게 나는 수박향도 너무 좋고, 건조해진 피부에 수분을 더해주며 마일드하게 보호해주는 대용량 선 쿠션이에요.		paper_main	stage1_tuples	5	건조해진 피부|neutral;대용량 선 쿠션|neutral;수박추출물 함유|neutral;수박향|neutral;수분|neutral	final_tuples	건조해진 피부|positive;대용량 선 쿠션|neutral;수박추출물 함유|neutral;수박추출물 함유|positive;수박향|neutral;수분|neutral	inputs.gold_tuples	1	1	1	1	0	0	0	6	1	1	0	1	1	1	0	1	1	5			stage2	RuleB	1	0	0	0	
nikluge-sa-2022-train-01248	implicit	not evaluated for explicit F1	|positive	1	3	0	1	0	0	empty	코안쪽으로 찔릴까 걱정안해도 되고, 1분이면 깔끔하게 정리되요.		paper_main	stage1_tuples	2	1분|neutral;코안쪽|neutral	final_tuples	1분|neutral;코안쪽|neutral;코안쪽|positive	inputs.gold_tuples	1	1	0	0	1	0	0	3	1	1	0	1	1	1	0	1	1	2			stage2	RuleB	0	0	0	0	
nikluge-sa-2022-train-01392	implicit	not evaluated for explicit F1	|positive	1	3	0	1	0	0	empty	장난감이나 컵 치발기 연결해서 즐겁게 pick up~		paper_main	stage1_tuples	2	장난감|neutral;컵 치발기|neutral	final_tuples	장난감|neutral;장난감|positive;컵 치발기|neutral	inputs.gold_tuples	1	1	0	0	1	0	0	3	1	1	0	1	1	1	0	1	1	1			stage2	RuleB	0	0	0	0	
nikluge-sa-2022-train-00173	explicit		올인원아기띠|positive	1	4	0	0	0	0		이젠 #신생아아기띠 벗어나나 싶지만.. 요즘은 #올인원아기띠 로 #아기띠 부터.. #힙시트 까지도 모두 한번에 해결이 되죠..		paper_main	stage1_tuples	4	#신생아아기띠|neutral;#아기띠|neutral;#올인원아기띠|neutral;#힙시트|neutral	final_tuples	#신생아아기띠|neutral;#아기띠|neutral;#올인원아기띠|neutral;#힙시트|positive	inputs.gold_tuples	0	1	1	1	0	0	0	4	1	1	0	1	0	0	1	1	1	4	CONTRAST_SCOPE		stage2	RuleB,RuleM,RuleD,RuleE	1	0	0	0	
nikluge-sa-2022-train-00712	implicit	not evaluated for explicit F1	|positive	1	2	0	1	0	0	empty	CJ오쇼핑에 드디어 상륙했다는데.. 계속 끌리네용ㅎㅎㅎ		paper_main	stage1_tuples	1	cj오쇼핑|neutral	final_tuples	cj오쇼핑|neutral;cj오쇼핑|positive	inputs.gold_tuples	1	1	0	0	1	0	0	2	1	1	0	1	1	1	0	0	0	0			stage2	RuleB	0	0	0	0	
nikluge-sa-2022-train-01612	implicit	not evaluated for explicit F1	|positive	1	2	0	1	0	0	empty	빠르게 흡수되면서 발림성 좋아서 자꾸만 바르고싶돠~~		paper_main	stage1_tuples	1	발림성|neutral	final_tuples	발림성|neutral;발림성|positive	inputs.gold_tuples	1	1	0	0	1	0	0	2	1	1	0	1	1	1	0	1	1	1			stage2	RuleB	0	0	0	0	
