text_id	uid	profile	gold_type	f1_eval_note	stage1_tuple_source	stage1_n_pairs	stage1_pairs	final_tuple_source	final_n_pairs	final_pairs	final_n_pairs_raw	final_pairs_raw	final_n_pairs_after_rep	final_pairs_after_rep	gold_tuple_source	gold_n_pairs	gold_pairs	gold_n_explicit_pairs	gold_n_implicit_pairs	gold_audit_verdict	delta_pairs_count	stage1_to_final_changed	stage1_to_final_changed_from_delta	guided_change	unguided_drift	matches_stage1_vs_gold	matches_final_vs_gold	new_correct_in_final	new_wrong_in_final	risk_flagged	stage1_structural_risk	stage2_structural_risk	risk_resolution	polarity_conflict_raw	polarity_conflict_after_rep	stage_mismatch	unsupported_polarity	aspect_hallucination	alignment_failure_count	validator_s1_risk_ids	validator_s2_risk_ids	moderator_selected_stage	moderator_rules	episodic_memory_effect	memory_enabled	memory_retrieved_n	memory_used	memory_injected_chars	memory_ids_or_hash	text
nikluge-sa-2022-train-00244		paper_main	explicit		stage1_tuples	2	마스킹 레이어링 앰플|neutral;앰플캡|neutral	final_tuples	2	마스킹 레이어링 앰플|neutral;앰플캡|positive	2	마스킹 레이어링 앰플|neutral;앰플캡|positive	2	마스킹 레이어링 앰플|neutral;앰플캡|positive	inputs.gold_tuples	1	앰플캡|positive	1	0	explicit	0	1	1	1	0	0	1	1	1	0	1	0	1	0	0	0	1	1	1			stage2	RuleB	1	0	0	0	0		마스킹 레이어링 앰플은 메디힐에서 새로 출시한 앰플로..앰플캡도 편리해서 휴대,보관도 용이하네요!
nikluge-sa-2022-train-00829		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	1	예뻐|neutral	final_tuples	2	예뻐|neutral;예뻐|positive	2	예뻐|neutral;예뻐|positive	1	예뻐|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	1	1	1	0	1	0	0	0	2	1	1	0	1	1	1	0	1	1	1			stage2	RuleB	0	0	0	0	0		어머 너무 예뻐 >_<..
nikluge-sa-2022-train-00489		paper_main	explicit		stage1_tuples	4	내 얼굴|neutral;밝은 곳|neutral;스포트라이트 조명|neutral;어두운 곳|neutral	final_tuples	4	내 얼굴|positive;밝은 곳|positive;스포트라이트 조명|neutral;어두운 곳|positive	4	내 얼굴|positive;밝은 곳|positive;스포트라이트 조명|neutral;어두운 곳|positive	4	내 얼굴|positive;밝은 곳|positive;스포트라이트 조명|neutral;어두운 곳|positive	inputs.gold_tuples	1	스포트라이트 조명|positive	1	0	explicit	0	1	1	1	0	0	0	0	4	1	1	0	1	0	0	0	1	1	4			stage2	RuleB	1	0	0	0	0		스튜디오에서 촬영하듯, 스포트라이트 조명을 쏴주는데 어두운 곳에선 어두운 곳대로 밝은 곳에선 또 밝은 곳대로 내 얼굴만 밝고 환하게 예쁘게 나오게 해주네여 ㅎㅎ
nikluge-sa-2022-train-02522		paper_main	explicit		stage1_tuples	2	브릴로즈 시카로즈팩|neutral;피부 속|neutral	final_tuples	3	브릴로즈 시카로즈팩|neutral;브릴로즈 시카로즈팩|positive;피부 속|neutral	3	브릴로즈 시카로즈팩|neutral;브릴로즈 시카로즈팩|positive;피부 속|neutral	2	브릴로즈 시카로즈팩|neutral;피부 속|neutral	inputs.gold_tuples	1	브릴로즈 시카로즈팩|positive	1	0	explicit	1	1	1	0	1	0	1	1	2	1	1	0	1	1	1	0	1	1	2			stage2	RuleB	0	0	0	0	0		브릴로즈 시카로즈팩 덕분에 요즘 넘 건조했는데 피부 속이 달라졌어용!
nikluge-sa-2022-train-00591		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	5	건조|neutral;제품|neutral;칙칙하고 푸석한 피부|neutral;컨디션|neutral;피부|neutral	final_tuples	5	건조|neutral;제품|neutral;칙칙하고 푸석한 피부|negative;칙칙하고 푸석한 피부|neutral;컨디션|neutral	5	건조|neutral;제품|neutral;칙칙하고 푸석한 피부|negative;칙칙하고 푸석한 피부|neutral;컨디션|neutral	4	건조|neutral;제품|neutral;칙칙하고 푸석한 피부|neutral;컨디션|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	0	1	1	0	1	0	0	0	5	1	1	0	1	1	1	0	1	1	4			stage2	RuleB	0	0	0	0	0		요즘 컨디션도 안 좋고 건조해서 그런지 부쩍 칙칙하고 푸석한 피부 때문에 고민이었는데 소문난 제품 써보기 전에 둑흔둑흔~ㅎㅎ
nikluge-sa-2022-train-01393		paper_main	explicit		stage1_tuples	1	간식그릇|neutral	final_tuples	2	간식그릇|neutral;간식그릇|positive	2	간식그릇|neutral;간식그릇|positive	1	간식그릇|neutral	inputs.gold_tuples	1	간식그릇|neutral	1	0	explicit	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1			stage2	RuleB	0	0	0	0	0		간식그릇으로도 활용😆
nikluge-sa-2022-train-00968		paper_main	explicit		stage1_tuples	1	향|neutral	final_tuples	2	향|neutral;향|positive	2	향|neutral;향|positive	1	향|neutral	inputs.gold_tuples	1	향|positive	1	0	explicit	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1			stage2	RuleB	0	0	0	0	0		남녀모두사용할 수 있는 향
nikluge-sa-2022-train-00672		paper_main	explicit		stage1_tuples	5	앰플|neutral;에스테틱|neutral;장점들|neutral;피부 관리|neutral;피부과|neutral	final_tuples	5	앰플|neutral;앰플|positive;에스테틱|positive;피부 관리|neutral;피부과|positive	5	앰플|neutral;앰플|positive;에스테틱|positive;피부 관리|neutral;피부과|positive	4	앰플|positive;에스테틱|positive;피부 관리|neutral;피부과|positive	inputs.gold_tuples	1	앰플|positive	1	0	explicit	0	1	1	1	0	0	1	1	4	1	1	0	1	1	1	0	1	1	4			stage2	RuleB	1	0	0	0	0		5. 에스테틱, 피부과 가지 않아도 집에서 편하게 피부 관리 가능한 앰플 써보고나니 다 공감가는 장점들이에요
nikluge-sa-2022-train-00772		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	2	명품칫솔|neutral;잇몸|neutral	final_tuples	3	명품칫솔|neutral;잇몸|neutral;잇몸|positive	3	명품칫솔|neutral;잇몸|neutral;잇몸|positive	2	명품칫솔|neutral;잇몸|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	1	1	1	0	1	0	0	0	3	1	1	0	1	1	1	0	1	1	2	CONTRAST_SCOPE		stage2	RuleB	0	0	0	0	0		#명품칫솔 달라도 다른게 양치후 잇몸도 많이 붓기도 했는데 붓지도 않고 👍
nikluge-sa-2022-train-00030		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	3	멋|neutral;아크|neutral;테이크폰|neutral	final_tuples	4	멋|neutral;아크|neutral;테이크폰|neutral;테이크폰|positive	4	멋|neutral;아크|neutral;테이크폰|neutral;테이크폰|positive	3	멋|neutral;아크|neutral;테이크폰|neutral	inputs.gold_tuples	1	|negative	0	1	implicit	1	1	1	0	1	0	0	0	4	1	1	0	1	1	1	0	1	1	2			stage2	RuleB	0	0	0	0	0		ㅜ ㅜ 테이크폰처럼 만들어주던가 멋을 내려면 아크..
nikluge-sa-2022-train-00474		paper_main	implicit	not evaluated for explicit F1	trace_atsa	1	|neutral	inputs.aspect_sentiments	1	|neutral	1	|neutral	0		inputs.gold_tuples	1	|positive	0	1	implicit	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0			stage1	RuleB	0	0	0	0	0		인정
nikluge-sa-2022-train-02717		paper_main	implicit	not evaluated for explicit F1	final_tuples	0		inputs.aspect_sentiments	0		0		0		inputs.gold_tuples	1	|positive	0	1	implicit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			stage1	RuleZ	0	0	0	0	0		대박! ㅋㅋ
nikluge-sa-2022-train-00805		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	2	#쌩얼크림|neutral;민낯|neutral	final_tuples	3	#쌩얼크림|neutral;민낯|neutral;민낯|positive	3	#쌩얼크림|neutral;민낯|neutral;민낯|positive	2	#쌩얼크림|neutral;민낯|positive	inputs.gold_tuples	1	|positive	0	1	implicit	1	1	1	0	1	0	0	0	3	1	1	0	1	1	1	0	0	0	0			stage2	RuleB	0	0	0	0	0		민낯에도 좋은 일명 #쌩얼크림
nikluge-sa-2022-train-02745		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	5	건조한게|neutral;모발|neutral;부스스|neutral;빗질1|neutral;윤기|neutral	final_tuples	6	건조한게|neutral;모발|neutral;부스스|neutral;빗질1|neutral;빗질1|positive;윤기|neutral	6	건조한게|neutral;모발|neutral;부스스|neutral;빗질1|neutral;빗질1|positive;윤기|neutral	5	건조한게|neutral;모발|neutral;부스스|neutral;빗질1|positive;윤기|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	1	1	1	0	1	0	0	0	6	1	1	0	1	1	1	0	1	1	4	CONTRAST_SCOPE		stage2	RuleB	0	0	0	0	0		예전에는 빗질1도 안되고 모발이 부스스하고 건조한게 정말 한숨밖에 안나왔는데 한달두달 사용하고 나니 확실히 윤기있고 좋아졌네요✨
nikluge-sa-2022-train-01160		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	1	효과|neutral	final_tuples	2	효과|neutral;효과|positive	2	효과|neutral;효과|positive	1	효과|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	1	1	1	0	1	0	0	0	2	1	1	0	1	1	1	0	1	1	1			stage2	RuleB	0	0	0	0	0		요거 아주 효과 좋네요👍
nikluge-sa-2022-train-01814		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	2	미백주름개선|neutral;자외선차단|neutral	final_tuples	3	미백주름개선|neutral;미백주름개선|positive;자외선차단|neutral	3	미백주름개선|neutral;미백주름개선|positive;자외선차단|neutral	2	미백주름개선|positive;자외선차단|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	1	1	1	0	1	0	0	0	3	1	1	0	1	1	1	0	1	1	1			stage2	RuleB	0	0	0	0	0		미백주름개선에 자외선차단까지 하나만 발라도 ok!
nikluge-sa-2022-train-00186		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	2	내 화장대|neutral;필수템들|neutral	final_tuples	2	내 화장대|neutral;필수템들|positive	2	내 화장대|neutral;필수템들|positive	2	내 화장대|neutral;필수템들|positive	inputs.gold_tuples	1	|positive	0	1	implicit	0	1	1	1	0	0	0	0	2	1	1	0	1	0	0	0	1	1	2			stage2	RuleB	1	0	0	0	0		정말 요즘 없어서는 안될 내 화장대의 필수템들!
nikluge-sa-2022-train-01105		paper_main	explicit		stage1_tuples	4	데코뷰 모기장|neutral;모기나 벌레|neutral;아기피부|neutral;알러지반응|neutral	final_tuples	5	데코뷰 모기장|neutral;모기나 벌레|neutral;아기피부|negative;아기피부|positive;알러지반응|neutral	5	데코뷰 모기장|neutral;모기나 벌레|neutral;아기피부|negative;아기피부|positive;알러지반응|neutral	4	데코뷰 모기장|neutral;모기나 벌레|neutral;아기피부|positive;알러지반응|neutral	inputs.gold_tuples	1	데코뷰 모기장|positive	1	0	explicit	1	1	1	1	0	0	0	0	5	1	1	0	1	1	1	0	1	1	3			stage2	RuleB	1	0	0	0	0		모기나 벌레에 알러지반응이 심하게 올라오는 아기피부인지라 이젠 데코뷰 모기장으로 자는내내 지켜주고 있네요😊
nikluge-sa-2022-train-02457		paper_main	implicit	not evaluated for explicit F1	trace_atsa	1	|neutral	inputs.aspect_sentiments	1	|neutral	1	|neutral	0		inputs.gold_tuples	1	|positive	0	1	implicit	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0			stage1	RuleB	0	0	0	0	0		다른홋수도 쟁여야게뜸!!!!
nikluge-sa-2022-train-01013		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	3	유명 브랜드|neutral;전자파테스트|neutral;필립스|neutral	final_tuples	5	유명 브랜드|negative;유명 브랜드|neutral;유명 브랜드|positive;전자파테스트|neutral;필립스|neutral	5	유명 브랜드|negative;유명 브랜드|neutral;유명 브랜드|positive;전자파테스트|neutral;필립스|neutral	3	유명 브랜드|neutral;전자파테스트|neutral;필립스|neutral	inputs.gold_tuples	1	|negative	0	1	implicit	2	1	1	0	1	0	0	0	5	1	1	0	1	1	1	0	1	1	2	CONTRAST_SCOPE		stage2	RuleB	0	0	0	0	0		필립스같은 유명 브랜드는 아니지만 이슈가 된 전자파테스트도 통과했다네요.
nikluge-sa-2022-train-02960		paper_main	explicit		stage1_tuples	1	도구|neutral	final_tuples	3	도구|negative;도구|neutral;도구|positive	3	도구|negative;도구|neutral;도구|positive	1	도구|positive	inputs.gold_tuples	1	도구|positive	1	0	explicit	2	1	1	0	1	0	1	1	2	1	1	0	1	1	1	0	1	1	1	CONTRAST_SCOPE		stage2	RuleB	0	0	0	0	0		막무가내 손 쓰는 것 보다 도구를 써야 오래 깔끔하게 유지할 수 있다고
nikluge-sa-2022-train-00145		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	2	뽀송|neutral;흡수|neutral	final_tuples	3	뽀송|neutral;흡수|neutral;흡수|positive	3	뽀송|neutral;흡수|neutral;흡수|positive	2	뽀송|neutral;흡수|positive	inputs.gold_tuples	1	|positive	0	1	implicit	1	1	1	0	1	0	0	0	3	1	1	0	1	1	1	0	1	1	2			stage2	RuleB	0	0	0	0	0		실험을 해서 봐도 아주 .. 흡수도 잘 되고 뽀송해 ..
nikluge-sa-2022-train-01761		paper_main	explicit		stage1_tuples	3	문신|neutral;아이라이너|neutral;아이라인 문신|neutral	final_tuples	3	아이라이너|neutral;아이라인 문신|neutral;아이라인 문신|positive	3	아이라이너|neutral;아이라인 문신|neutral;아이라인 문신|positive	2	아이라이너|neutral;아이라인 문신|positive	inputs.gold_tuples	1	아이라이너|positive	1	0	explicit	0	1	1	0	1	0	0	0	3	1	1	0	1	1	1	0	1	1	3	CONTRAST_SCOPE		stage2	RuleB	0	0	0	0	0		#아이라인 문신한 적이 있어 #아이라이너 최근에 잘 사용하지 않았었는데 문신 있어도 확실히 한거랑 안한거랑 차이가 확~!!
nikluge-sa-2022-train-01797		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	1	지인들|neutral	final_tuples	2	지인들|neutral;지인들|positive	2	지인들|neutral;지인들|positive	1	지인들|positive	inputs.gold_tuples	1	|positive	0	1	implicit	1	1	1	0	1	0	0	0	2	1	1	0	1	1	1	0	0	0	0			stage2	RuleB	0	0	0	0	0		너무 좋아 지인들에게도 추천해 줬었는데 정말 기대되네요^^
nikluge-sa-2022-train-02575		paper_main	explicit		stage1_tuples	2	수분감|neutral;쫀쫀한 제형|neutral	final_tuples	3	수분감|neutral;수분감|positive;쫀쫀한 제형|neutral	3	수분감|neutral;수분감|positive;쫀쫀한 제형|neutral	2	수분감|neutral;쫀쫀한 제형|neutral	inputs.gold_tuples	2	수분감|positive;제형|positive	2	0	explicit	1	1	1	0	1	0	1	1	2	1	1	0	1	1	1	0	1	1	2			stage2	RuleB	0	0	0	0	0		쫀쫀한 제형이 가볍고 수분감 가득하게 발리는게 요즘 사용하기 딱 좋아!
nikluge-sa-2022-train-02921		paper_main	explicit		stage1_tuples	1	립스틱|neutral	final_tuples	1	립스틱|neutral	1	립스틱|neutral	1	립스틱|neutral	inputs.gold_tuples	1	nars|positive	1	0	explicit	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1			stage2	RuleB	0	0	0	0	0		내 인생 립스틱 NARS
nikluge-sa-2022-train-02395		paper_main	explicit		stage1_tuples	2	바닥|neutral;스타일 프리미엄|neutral	final_tuples	2	바닥|neutral;스타일 프리미엄|neutral	2	바닥|neutral;스타일 프리미엄|neutral	2	바닥|neutral;스타일 프리미엄|neutral	inputs.gold_tuples	1	스타일 프리미엄|positive	1	0	explicit	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	1	1	2			stage2	RuleB	0	0	0	0	0		요즘은 일부러 바닥에 앉지않고 스타일 프리미엄에 앉아 생활중 ㅋㅋ
nikluge-sa-2022-train-00477		paper_main	explicit		stage1_tuples	2	사이즈|neutral;케이스|neutral	final_tuples	3	사이즈|neutral;사이즈|positive;케이스|neutral	3	사이즈|neutral;사이즈|positive;케이스|neutral	2	사이즈|positive;케이스|neutral	inputs.gold_tuples	2	사이즈|positive;케이스|positive	2	0	explicit	1	1	1	0	1	0	1	1	2	1	1	0	1	1	1	0	1	1	1			stage2	RuleB	0	0	0	0	0		케이스도 넘 예쁘고, 사이즈도 완전 크죠?ㅎㅎ
nikluge-sa-2022-train-00603		paper_main	explicit		stage1_tuples	3	립스틱|neutral;컬러|neutral;타입|neutral	final_tuples	4	립스틱|neutral;컬러|neutral;타입|neutral;타입|positive	4	립스틱|neutral;컬러|neutral;타입|neutral;타입|positive	3	립스틱|neutral;컬러|neutral;타입|positive	inputs.gold_tuples	2	컬러|positive;타입|positive	2	0	explicit	1	1	1	0	1	0	1	1	3	1	1	0	1	1	1	0	1	1	3			stage2	RuleB	0	0	0	0	0		#SEP 매장에 가보면 컬러도 다양하고 타입도 다양해서 취향 껏 고를 수 있는 것도 #SEP립스틱 의 장점👍🏻
nikluge-sa-2022-train-00746		paper_main	explicit		stage1_tuples	5	물 사용량|neutral;물절약|neutral;블룸샤워기|neutral;샤워|neutral;수압|neutral	final_tuples	6	물 사용량|neutral;물절약|negative;물절약|neutral;물절약|positive;샤워|neutral;수압|neutral	6	물 사용량|neutral;물절약|negative;물절약|neutral;물절약|positive;샤워|neutral;수압|neutral	4	물 사용량|neutral;물절약|neutral;샤워|neutral;수압|neutral	inputs.gold_tuples	1	블룸샤워기|positive	1	0	explicit	1	1	1	0	1	0	0	0	6	1	1	0	1	1	1	0	1	1	5			stage2	RuleB	0	0	0	0	0		다섯식구에 하루 사용하는 샤워만해도 물 사용량.. 정말 만만치 않은데 #수압상승 #블룸샤워기 덕분에 물절약도 되고 수압도 이전보다 2~4배 상승:)
nikluge-sa-2022-train-01833		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	1	보습|neutral	final_tuples	2	보습|neutral;보습|positive	2	보습|neutral;보습|positive	1	보습|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	1	1	1	0	1	0	0	0	2	1	1	0	1	1	1	0	0	0	0			stage2	RuleB	0	0	0	0	0		보습을 꽉꽉 채워주네요~
nikluge-sa-2022-train-00327		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	1	피부|neutral	final_tuples	2	피부|neutral;피부|positive	2	피부|neutral;피부|positive	1	피부|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	1	1	1	0	1	0	0	0	2	1	1	0	1	1	1	0	1	1	1			stage2	RuleB	0	0	0	0	0		예민한 피부에도 추천!
nikluge-sa-2022-train-02335		paper_main	explicit		stage1_tuples	2	로즈워터|neutral;피부|neutral	final_tuples	3	로즈워터|neutral;로즈워터|positive;피부|neutral	3	로즈워터|neutral;로즈워터|positive;피부|neutral	2	로즈워터|neutral;피부|neutral	inputs.gold_tuples	1	로즈워터|positive	1	0	explicit	1	1	1	0	1	0	1	1	2	1	1	0	1	1	1	0	1	1	1			stage2	RuleB	0	0	0	0	0		생기 있는 피부로 가꿔주는 건조할때 쓰면 좋은 #로즈워터 🌹
nikluge-sa-2022-train-02342		paper_main	explicit		stage1_tuples	2	구름같이 가벼운 보송보송한 텍스쳐|neutral;실키한 마무리|neutral	final_tuples	3	구름같이 가벼운 보송보송한 텍스쳐|negative;실키한 마무리|neutral;실키한 마무리|positive	3	구름같이 가벼운 보송보송한 텍스쳐|negative;실키한 마무리|neutral;실키한 마무리|positive	2	구름같이 가벼운 보송보송한 텍스쳐|negative;실키한 마무리|positive	inputs.gold_tuples	1	텍스쳐|positive	1	0	explicit	1	1	1	1	0	0	0	0	3	1	1	0	1	1	1	0	1	1	2			stage2	RuleB	1	0	0	0	0		구름같이 가벼운 보송보송한 텍스쳐라 실키한 마무리 베리굿!
nikluge-sa-2022-train-02747		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	2	머리끝|neutral;향기|neutral	final_tuples	3	머리끝|neutral;향기|neutral;향기|positive	3	머리끝|neutral;향기|neutral;향기|positive	2	머리끝|neutral;향기|positive	inputs.gold_tuples	2	|positive;향기|positive	1	1	implicit	1	1	1	0	1	0	1	1	2	1	1	0	1	1	1	0	1	1	1			stage2	RuleB	0	0	0	0	0		머리끝에 톡톡 발라줬더니 부드럽고 향기도 좋아🙆🏻
nikluge-sa-2022-train-01109		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	1	무냐무냐기자단2기 두번째 상품|neutral	final_tuples	2	무냐무냐기자단2기 두번째 상품|neutral;무냐무냐기자단2기 두번째 상품|positive	2	무냐무냐기자단2기 두번째 상품|neutral;무냐무냐기자단2기 두번째 상품|positive	1	무냐무냐기자단2기 두번째 상품|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	1	1	1	0	1	0	0	0	2	1	1	0	1	1	1	0	1	1	1			stage2	RuleB	0	0	0	0	0		무냐무냐기자단2기 두번째 상품이 도착했는데 완전 이쁨니다!
nikluge-sa-2022-train-00798		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	2	가볍게|neutral;자연스럽게|neutral	final_tuples	3	가볍게|neutral;자연스럽게|neutral;자연스럽게|positive	3	가볍게|neutral;자연스럽게|neutral;자연스럽게|positive	2	가볍게|neutral;자연스럽게|positive	inputs.gold_tuples	1	|positive	0	1	implicit	1	1	1	0	1	0	0	0	3	1	1	0	1	1	1	0	0	0	0			stage2	RuleB	0	0	0	0	0		가볍게 자연스럽게 사용해요💕
nikluge-sa-2022-train-02829		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	1	피부톤|neutral	final_tuples	2	피부톤|neutral;피부톤|positive	2	피부톤|neutral;피부톤|positive	1	피부톤|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	1	1	1	0	1	0	0	0	2	1	1	0	1	1	1	0	0	0	0			stage2	RuleB	0	0	0	0	0		근데 며칠 써보니까 피부톤이 맑아지는 느낌이 있음
nikluge-sa-2022-train-00258		paper_main	explicit		stage1_tuples	2	#예쁜치약|neutral;디자인|neutral	final_tuples	3	#예쁜치약|neutral;#예쁜치약|positive;디자인|neutral	3	#예쁜치약|neutral;#예쁜치약|positive;디자인|neutral	2	#예쁜치약|positive;디자인|neutral	inputs.gold_tuples	1	치약|positive	1	0	explicit	1	1	1	0	1	0	0	0	3	1	1	0	1	1	1	0	0	0	0			stage2	RuleB	0	0	0	0	0		디자인이 #예쁜치약 이라 선물로도 제격!!
nikluge-sa-2022-train-01647		paper_main	explicit		stage1_tuples	1	#마더스픽 네일컬러|neutral	final_tuples	2	#마더스픽 네일컬러|neutral;#마더스픽 네일컬러|positive	2	#마더스픽 네일컬러|neutral;#마더스픽 네일컬러|positive	1	#마더스픽 네일컬러|neutral	inputs.gold_tuples	1	마더스픽 네일컬러|positive	1	0	explicit	1	1	1	0	1	0	0	0	2	1	1	0	1	1	1	0	1	1	1	CONTRAST_SCOPE		stage2	RuleB	0	0	0	0	0		하지만 #마더스픽 네일컬러 만나고는 걱정끝!!
nikluge-sa-2022-train-00770		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	3	건조|neutral;튼살완화|neutral;피부관리|neutral	final_tuples	4	건조|neutral;튼살완화|neutral;피부관리|negative;피부관리|positive	4	건조|neutral;튼살완화|neutral;피부관리|negative;피부관리|positive	3	건조|neutral;튼살완화|neutral;피부관리|positive	inputs.gold_tuples	1	|positive	0	1	implicit	1	1	1	1	0	0	0	0	4	1	1	0	1	1	1	0	1	1	3			stage2	RuleB	1	0	0	0	0		특히 임신했을때 듬뿍듬뿍 발라가며 피부관리 하니 건조하지않아 튼살완화에도 굿굿굿👍
nikluge-sa-2022-train-02328		paper_main	explicit		stage1_tuples	1	롱 귀걸이|neutral	final_tuples	2	롱 귀걸이|neutral;롱 귀걸이|positive	2	롱 귀걸이|neutral;롱 귀걸이|positive	1	롱 귀걸이|neutral	inputs.gold_tuples	1	롱 귀걸이|positive	1	0	explicit	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0			stage2	RuleB	0	0	0	0	0		오늘은 왠지 롱 귀걸이가 땡기는 날
nikluge-sa-2022-train-01301		paper_main	explicit		stage1_tuples	1	냉장고|neutral	final_tuples	2	냉장고|neutral;냉장고|positive	2	냉장고|neutral;냉장고|positive	1	냉장고|positive	inputs.gold_tuples	1	냉장고|positive	1	0	explicit	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	2			stage2	RuleB	0	0	0	0	0		냉장고보다 더 필요한 #냉장고 라는걸 제대로 실감할 수 있었는데요~
nikluge-sa-2022-train-01930		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	1	세안|neutral	final_tuples	2	세안|neutral;세안|positive	2	세안|neutral;세안|positive	1	세안|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	1	1	1	0	1	0	0	0	2	1	1	0	1	1	1	0	0	0	0			stage2	RuleB	0	0	0	0	0		기분좋게 세안하기 완료~
nikluge-sa-2022-train-00735		paper_main	explicit		stage1_tuples	8	마더케이 물티슈|neutral;세균노출|neutral;아기물티슈|neutral;안전한물티슈|neutral;엄마의 마음|neutral;위생적인|neutral;좋은것|neutral;한장씩|neutral	final_tuples	9	마더케이 물티슈|neutral;세균노출|neutral;아기물티슈|neutral;안전한물티슈|neutral;엄마의 마음|neutral;위생적인|neutral;좋은것|neutral;한장씩|neutral;한장씩|positive	9	마더케이 물티슈|neutral;세균노출|neutral;아기물티슈|neutral;안전한물티슈|neutral;엄마의 마음|neutral;위생적인|neutral;좋은것|neutral;한장씩|neutral;한장씩|positive	8	마더케이 물티슈|neutral;세균노출|neutral;아기물티슈|neutral;안전한물티슈|neutral;엄마의 마음|neutral;위생적인|neutral;좋은것|neutral;한장씩|neutral	inputs.gold_tuples	1	마더케이 물티슈|positive	1	0	explicit	1	1	1	0	1	0	0	0	9	1	1	0	1	1	1	0	1	1	6			stage2	RuleB	0	0	0	0	0		#마더케이 물티슈는 한장씩만 뽑혀 세균노출이 되지않아 위생적인 #안전한물티슈 라서.. 좋은것만 주고싶은 엄마의 마음으로 #아기물티슈 선택하게 되네요:)
nikluge-sa-2022-train-02321		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	1	아이로션계|neutral	final_tuples	2	아이로션계|neutral;아이로션계|positive	2	아이로션계|neutral;아이로션계|positive	1	아이로션계|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	1	1	1	0	1	0	0	0	2	1	1	0	1	1	1	0	1	1	1			stage2	RuleB	0	0	0	0	0		그 유명하다는 아이로션계의 sk2
nikluge-sa-2022-train-01266		paper_main	explicit		stage1_tuples	5	대용량 선 쿠션|neutral;수박추출물|neutral;수박향|neutral;수분|neutral;피부|neutral	final_tuples	6	대용량 선 쿠션|neutral;수박추출물|neutral;수박향|neutral;수분|neutral;수분|positive;피부|neutral	6	대용량 선 쿠션|neutral;수박추출물|neutral;수박향|neutral;수분|neutral;수분|positive;피부|neutral	5	대용량 선 쿠션|neutral;수박추출물|neutral;수박향|neutral;수분|neutral;피부|neutral	inputs.gold_tuples	2	수박향|positive;수분|positive	2	0	explicit	1	1	1	0	1	0	1	1	5	1	1	0	1	1	1	0	1	1	4			stage2	RuleB	0	0	0	0	0		수박추출물 함유로 은은하게 나는 수박향도 너무 좋고, 건조해진 피부에 수분을 더해주며 마일드하게 보호해주는 대용량 선 쿠션이에요.
nikluge-sa-2022-train-01248		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	2	1분|neutral;코안쪽|neutral	final_tuples	3	1분|neutral;1분|positive;코안쪽|neutral	3	1분|neutral;1분|positive;코안쪽|neutral	2	1분|neutral;코안쪽|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	1	1	1	0	1	0	0	0	3	1	1	0	1	1	1	0	1	1	2			stage2	RuleB	0	0	0	0	0		코안쪽으로 찔릴까 걱정안해도 되고, 1분이면 깔끔하게 정리되요.
